,A,B,C,D,E,F1,G1,H1,I1,J1,K1,L,M,N,O,P,Q,H,G,F,K,I,J
2016-02-20 14:00:00,-9.245,-60.041,-20.481,-31.741,-29.885,-55.636,-29.871,-40.531,-5.69,-13.765,-46.368,-48.819,-165.488,-60.75,-77.558,-42.02,-274.027,-155.937,-184.943,-126.037,-77.558,-42.02,-274.027
2016-02-20 15:00:00,-8.938,-60.933,-20.322,-32.043,-29.393,-55.588,-30.847,-40.947,-5.937,-13.896,-45.277,-47.927,-158.119,-60.379,-77.294,-42.599,-273.831,-153.583,-177.951,-127.382,-77.294,-42.599,-273.831
2016-02-20 16:00:00,-8.476,-61.409,-19.045,-31.817,-29.141,-48.274,-31.314,-41.1,-6.02,-13.928,-38.411,-46.905,-135.678,-55.619,-76.709,-37.477,-282.006,-140.935,-155.627,-120.687,-76.709,-37.477,-282.006
2016-02-20 17:00:00,-9.134,-58.914,-18.102,-31.535,-29.245,-54.577,-30.862,-40.575,-5.884,-13.67,-32.366,-43.532,-114.065,-61.458,-76.116,-39.964,-279.792,-137.357,-133.619,-126.014,-76.116,-39.964,-279.792
2016-02-20 18:00:00,-9.358,-56.817,-17.197,-30.916,-28.335,-55.463,-29.777,-40.396,-5.806,-13.107,-26.645,-42.922,-102.502,-63.759,-75.449,-40.532,-263.835,-133.326,-121.414,-125.637,-75.449,-40.532,-263.835
2016-02-20 19:00:00,-9.465,-55.142,-17.158,-30.209,-27.682,-55.467,-28.834,-39.957,-5.752,-12.937,-24.17,-43.175,-98.694,-63.798,-74.674,-40.527,-260.658,-131.143,-117.383,-124.258,-74.674,-40.527,-260.658
2016-02-20 20:00:00,-9.572,-54.816,-17.305,-29.792,-27.634,-55.471,-28.657,-39.924,-5.754,-12.974,-24.123,-43.384,-98.466,-63.84,-73.738,-40.525,-260.283,-131.347,-117.194,-124.051,-73.738,-40.525,-260.283
2016-02-20 21:00:00,-9.432,-54.798,-17.31,-29.46,-27.608,-54.295,-28.714,-40.0,-5.756,-13.036,-24.034,-43.373,-98.065,-63.419,-71.684,-39.692,-259.712,-130.826,-116.857,-123.008,-71.684,-39.692,-259.712
2016-02-20 22:00:00,-9.292,-54.633,-17.308,-28.818,-27.544,-53.13,-28.742,-40.004,-5.753,-13.078,-23.899,-43.36,-97.436,-62.948,-69.065,-38.798,-259.033,-130.207,-116.267,-121.877,-69.065,-38.798,-259.033
2016-02-20 23:00:00,-8.776,-59.848,-18.032,-30.474,-27.365,-51.991,-27.483,-36.338,-5.81,-14.365,-23.445,-43.838,-91.717,-60.999,-65.578,-37.967,-261.755,-128.282,-111.891,-115.812,-65.578,-37.967,-261.755
2016-02-21 00:00:00,-8.021,-71.937,-19.683,-34.486,-27.012,-52.021,-25.35,-29.794,-6.082,-16.925,-22.865,-45.773,-82.311,-58.028,-59.567,-38.074,-267.2,-126.666,-105.319,-107.165,-59.567,-38.074,-267.2
2016-02-21 01:00:00,-7.646,-77.43,-20.499,-36.559,-26.391,-52.057,-24.348,-26.501,-5.989,-18.188,-22.564,-46.212,-76.331,-56.542,-56.538,-38.13,-269.922,-125.318,-100.508,-102.907,-56.538,-38.13,-269.922
2016-02-21 02:00:00,-7.649,-76.416,-20.497,-36.617,-26.111,-52.101,-24.356,-26.481,-5.969,-18.07,-22.554,-45.391,-75.581,-56.542,-56.518,-38.13,-269.922,-124.487,-99.619,-102.939,-56.518,-38.13,-269.922
2016-02-21 03:00:00,-7.651,-75.915,-20.504,-36.622,-25.774,-52.145,-24.228,-26.459,-5.936,-17.873,-22.543,-44.585,-75.106,-56.542,-56.495,-38.13,-269.922,-123.67,-98.915,-102.832,-56.495,-38.13,-269.922
2016-02-21 04:00:00,-7.654,-75.425,-20.523,-36.575,-25.439,-52.123,-24.228,-26.439,-5.895,-17.675,-22.541,-43.816,-74.724,-56.62,-56.475,-38.133,-270.243,-122.978,-98.294,-102.79,-56.475,-38.133,-270.243
2016-02-21 05:00:00,-7.714,-74.733,-20.528,-36.537,-25.078,-52.076,-24.228,-25.29,-5.854,-17.519,-22.585,-43.514,-74.347,-56.971,-55.001,-38.154,-271.76,-123.069,-97.72,-101.594,-55.001,-38.154,-271.76
2016-02-21 06:00:00,-7.783,-73.95,-20.514,-36.658,-24.786,-52.153,-24.299,-23.742,-5.839,-17.371,-22.629,-43.269,-74.284,-57.321,-52.564,-38.176,-273.277,-123.219,-97.493,-100.193,-52.564,-38.176,-273.277
2016-02-21 07:00:00,-7.852,-73.68,-20.438,-36.812,-24.781,-52.233,-24.371,-20.989,-5.877,-17.374,-22.786,-43.363,-74.507,-57.781,-50.182,-37.47,-274.687,-123.93,-97.757,-97.593,-50.182,-37.47,-274.687
2016-02-21 08:00:00,-7.889,-73.665,-20.389,-37.038,-24.827,-52.38,-24.448,-17.964,-6.384,-17.397,-23.088,-43.717,-83.632,-58.393,-35.622,-35.603,-275.937,-125.199,-107.414,-94.791,-35.622,-35.603,-275.937
2016-02-21 09:00:00,-7.854,-73.848,-20.42,-37.289,-24.948,-52.548,-24.524,-40.833,-7.84,-17.467,-22.984,-44.426,-110.195,-58.11,-85.901,-33.573,-272.813,-125.521,-135.502,-117.905,-85.901,-33.573,-272.813
2016-02-21 10:00:00,-7.687,-74.404,-20.495,-37.542,-25.934,-52.728,-24.61,-56.809,-9.284,-17.695,-22.515,-46.877,-128.968,-57.218,-134.788,-37.892,-270.047,-126.61,-155.947,-134.146,-134.788,-37.892,-270.047
2016-02-21 11:00:00,-7.734,-76.255,-20.529,-37.82,-26.936,-53.211,-24.834,-53.648,-10.098,-17.963,-22.7,-48.571,-134.416,-57.866,-127.819,-38.81,-274.58,-129.137,-162.477,-131.694,-127.819,-38.81,-274.58
2016-02-21 12:00:00,-8.023,-77.426,-20.49,-38.096,-27.317,-53.698,-25.061,-52.768,-9.343,-18.131,-23.387,-48.855,-129.006,-58.45,-123.063,-38.917,-287.486,-130.692,-156.48,-131.527,-123.063,-38.917,-287.486
2016-02-21 13:00:00,-8.176,-78.469,-20.597,-38.313,-27.704,-55.694,-26.613,-52.685,-8.389,-18.299,-23.761,-49.142,-119.983,-58.386,-123.533,-39.101,-287.396,-131.289,-146.671,-134.992,-123.533,-39.101,-287.396
2016-02-21 14:00:00,-8.073,-79.519,-21.046,-38.239,-28.092,-55.438,-27.604,-52.772,-9.309,-18.468,-23.863,-49.429,-139.81,-57.664,-125.508,-39.792,-283.184,-130.956,-167.587,-135.814,-125.508,-39.792,-283.184
2016-02-21 15:00:00,-8.224,-80.302,-21.913,-37.937,-28.3,-54.694,-27.616,-52.6,-10.048,-18.534,-22.613,-49.676,-143.497,-57.972,-122.344,-39.084,-292.269,-130.261,-172.079,-134.91,-122.344,-39.084,-292.269
2016-02-21 16:00:00,-6.982,-80.58,-22.051,-38.403,-28.362,-56.251,-28.06,-44.722,-9.781,-18.381,-20.722,-49.468,-141.189,-52.734,-98.78,-38.97,-242.54,-122.924,-169.352,-129.032,-98.78,-38.97,-242.54
2016-02-21 17:00:00,-7.535,-79.632,-21.332,-37.773,-27.311,-55.211,-27.825,-36.707,-9.21,-16.916,-23.196,-46.269,-134.232,-56.659,-75.903,-38.858,-257.159,-126.124,-160.358,-119.743,-75.903,-38.858,-257.159
2016-02-21 18:00:00,-8.015,-77.693,-21.235,-36.72,-26.145,-51.808,-26.091,-31.058,-8.423,-16.608,-23.418,-44.536,-124.25,-60.619,-61.978,-38.727,-260.854,-128.573,-149.281,-108.957,-61.978,-38.727,-260.854
2016-02-21 19:00:00,-8.022,-75.524,-21.211,-36.662,-25.48,-50.871,-25.565,-28.325,-7.516,-16.351,-23.415,-43.04,-112.672,-60.719,-57.948,-38.574,-260.765,-127.173,-136.539,-104.76,-57.948,-38.574,-260.765
2016-02-21 20:00:00,-8.029,-74.521,-21.404,-36.593,-25.204,-50.651,-25.538,-28.139,-6.57,-16.264,-23.366,-42.636,-100.566,-60.818,-57.771,-38.409,-260.676,-126.819,-123.401,-104.328,-57.771,-38.409,-260.676
2016-02-21 21:00:00,-7.884,-73.588,-21.661,-36.254,-25.118,-50.523,-25.441,-27.767,-5.686,-16.085,-23.048,-42.065,-84.87,-60.439,-57.53,-38.314,-255.249,-125.551,-106.641,-103.731,-57.53,-38.314,-255.249
2016-02-21 22:00:00,-7.729,-72.549,-21.931,-35.5,-24.965,-50.428,-25.263,-27.25,-5.327,-15.89,-22.733,-41.572,-75.266,-59.989,-57.17,-38.207,-248.877,-124.294,-96.483,-102.941,-57.17,-38.207,-248.877
2016-02-21 23:00:00,-7.587,-69.025,-23.165,-34.616,-25.898,-51.965,-25.508,-27.161,-5.622,-15.633,-24.133,-41.449,-79.444,-58.836,-57.818,-36.709,-254.834,-124.418,-100.699,-104.633,-57.818,-36.709,-254.834
2016-02-22 00:00:00,-7.613,-63.265,-25.446,-32.987,-28.275,-54.607,-26.054,-27.377,-6.33,-15.253,-27.56,-41.979,-89.319,-57.42,-59.738,-35.472,-279.315,-126.96,-110.903,-108.038,-59.738,-35.472,-279.315
2016-02-22 01:00:00,-7.625,-60.074,-26.498,-32.202,-29.412,-56.159,-26.281,-27.487,-6.682,-15.229,-29.316,-42.245,-94.252,-56.694,-60.473,-34.604,-291.77,-128.255,-116.163,-109.928,-60.473,-34.604,-291.77
2016-02-22 02:00:00,-7.616,-59.763,-26.51,-32.213,-29.366,-55.947,-26.236,-27.492,-6.659,-15.262,-29.412,-42.231,-94.242,-56.694,-60.2,-34.363,-292.055,-128.338,-116.163,-109.674,-60.2,-34.363,-292.055
2016-02-22 03:00:00,-7.691,-59.455,-25.259,-32.211,-29.361,-56.555,-26.205,-27.492,-6.649,-15.277,-29.328,-42.177,-94.213,-56.694,-60.331,-34.162,-292.073,-128.199,-116.14,-110.251,-60.331,-34.162,-292.073
2016-02-22 04:00:00,-8.09,-59.115,-24.129,-32.119,-28.532,-58.954,-24.682,-27.494,-6.672,-15.277,-29.066,-42.185,-94.068,-56.571,-60.84,-32.095,-291.877,-127.821,-116.017,-111.129,-60.84,-32.095,-291.877
2016-02-22 05:00:00,-8.536,-58.771,-27.986,-32.617,-26.415,-61.488,-22.41,-27.42,-6.802,-15.277,-28.214,-42.281,-94.078,-56.44,-61.567,-28.971,-291.52,-126.934,-116.157,-111.318,-61.567,-28.971,-291.52
2016-02-22 06:00:00,-9.118,-58.614,-30.392,-34.167,-27.567,-64.158,-19.27,-27.393,-6.942,-15.291,-27.356,-42.281,-96.42,-56.273,-62.385,-25.408,-305.353,-125.911,-118.653,-110.821,-62.385,-25.408,-305.353
2016-02-22 07:00:00,-9.719,-63.849,-32.561,-36.236,-31.577,-66.886,-16.087,-27.612,-7.151,-15.354,-30.992,-42.278,-103.014,-56.149,-64.04,-21.794,-324.577,-129.42,-125.519,-110.586,-64.04,-21.794,-324.577
2016-02-22 08:00:00,-10.574,-90.758,-34.805,-39.187,-35.995,-70.904,-18.663,-29.369,-7.364,-15.744,-36.662,-42.755,-113.325,-57.707,-66.999,-22.784,-346.193,-137.124,-136.433,-118.936,-66.999,-22.784,-346.193
2016-02-22 09:00:00,-11.561,-115.541,-37.335,-44.195,-40.762,-75.182,-51.594,-33.77,-7.7,-19.026,-43.049,-44.335,-130.027,-67.5,-75.429,-57.32,-381.143,-154.884,-156.753,-160.546,-75.429,-57.32,-381.143
2016-02-22 10:00:00,-14.353,-127.029,-40.06,-51.845,-45.804,-92.648,-43.781,-39.919,-8.143,-24.306,-49.659,-46.512,-149.487,-83.115,-90.034,-51.086,-460.805,-179.285,-181.936,-176.347,-90.034,-51.086,-460.805
2016-02-22 11:00:00,-15.234,-136.655,-40.918,-54.981,-49.091,-105.829,-46.47,-45.573,-8.653,-25.755,-55.658,-48.024,-164.627,-92.681,-101.016,-54.282,-473.496,-196.362,-199.035,-197.872,-101.016,-54.282,-473.496
2016-02-22 12:00:00,-15.596,-146.046,-41.109,-58.392,-48.631,-103.009,-47.117,-46.988,-8.151,-26.003,-52.98,-48.652,-167.355,-97.905,-101.509,-54.513,-508.91,-199.536,-201.51,-197.114,-101.509,-54.513,-508.91
2016-02-22 13:00:00,-15.975,-155.749,-40.87,-59.727,-47.548,-97.284,-44.246,-47.692,-7.914,-26.415,-46.089,-47.111,-162.294,-97.763,-97.034,-52.927,-526.956,-190.964,-196.624,-189.222,-97.034,-52.927,-526.956
2016-02-22 14:00:00,-17.38,-158.068,-41.933,-58.977,-48.897,-91.549,-40.22,-54.515,-8.115,-28.905,-51.169,-45.889,-159.895,-93.976,-96.093,-47.8,-535.345,-191.034,-196.914,-186.284,-96.093,-47.8,-535.345
2016-02-22 15:00:00,-18.031,-158.558,-42.256,-57.228,-53.777,-96.167,-36.23,-55.138,-7.795,-29.719,-51.599,-45.19,-164.927,-85.617,-100.601,-41.92,-506.768,-182.406,-202.44,-187.535,-100.601,-41.92,-506.768
2016-02-22 16:00:00,-16.836,-159.052,-39.293,-55.899,-53.685,-100.331,-36.573,-48.505,-7.342,-28.293,-48.459,-44.421,-171.405,-82.499,-97.46,-40.947,-478.994,-175.378,-207.04,-185.41,-97.46,-40.947,-478.994
2016-02-22 17:00:00,-15.096,-110.829,-36.225,-53.962,-51.609,-88.473,-36.935,-40.988,-6.875,-25.261,-44.165,-43.556,-165.454,-92.334,-91.44,-41.269,-469.516,-180.055,-197.59,-166.395,-91.44,-41.269,-469.516
2016-02-22 18:00:00,-13.424,-120.897,-33.378,-47.237,-46.84,-73.321,-35.61,-32.704,-6.434,-21.789,-38.604,-42.688,-149.526,-89.818,-83.211,-39.659,-428.854,-171.11,-177.748,-141.636,-83.211,-39.659,-428.854
2016-02-22 19:00:00,-11.318,-53.163,-30.713,-43.084,-39.432,-63.246,-34.114,-28.681,-6.041,-18.755,-31.48,-41.817,-133.559,-78.333,-75.121,-37.434,-382.196,-151.63,-158.355,-126.041,-75.121,-37.434,-382.196
2016-02-22 20:00:00,-9.334,-111.864,-29.171,-39.937,-34.064,-56.84,-32.652,-26.13,-5.662,-16.277,-27.139,-41.736,-120.384,-62.492,-67.342,-35.274,-359.848,-131.367,-142.323,-115.622,-67.342,-35.274,-359.848
2016-02-22 21:00:00,-7.792,-107.265,-29.321,-35.865,-31.854,-53.434,-31.22,-23.923,-5.304,-14.928,-26.439,-41.853,-109.116,-53.959,-59.375,-33.177,-341.57,-122.251,-129.348,-108.578,-59.375,-33.177,-341.57
2016-02-22 22:00:00,-7.448,-89.119,-29.617,-33.047,-30.615,-53.189,-29.821,-23.009,-6.294,-14.655,-26.385,-41.705,-101.437,-52.511,-56.586,-31.148,-325.523,-120.601,-122.387,-106.02,-56.586,-31.148,-325.523
2016-02-22 23:00:00,-7.514,-68.122,-27.202,-32.843,-30.431,-59.101,-30.986,-25.289,-6.09,-16.335,-27.282,-42.276,-92.538,-54.475,-54.988,-32.652,-303.332,-124.033,-114.963,-115.377,-54.988,-32.652,-303.332
2016-02-23 00:00:00,-7.674,-62.283,-24.712,-33.515,-30.558,-71.086,-34.026,-29.535,-5.683,-19.56,-29.425,-43.456,-77.788,-58.368,-51.586,-36.834,-271.765,-131.25,-103.032,-134.647,-51.586,-36.834,-271.765
2016-02-23 01:00:00,-7.772,-64.471,-23.521,-33.884,-30.608,-76.705,-37.906,-31.604,-5.541,-21.168,-30.502,-44.043,-70.491,-60.421,-50.206,-39.022,-257.123,-134.966,-97.199,-146.215,-50.206,-39.022,-257.123
2016-02-23 02:00:00,-7.776,-63.835,-23.584,-33.884,-30.672,-76.932,-38.022,-31.548,-5.6,-21.233,-30.523,-44.147,-70.51,-60.453,-50.328,-39.089,-257.927,-135.124,-97.342,-146.502,-50.328,-39.089,-257.927
2016-02-23 03:00:00,-7.798,-64.061,-23.523,-34.601,-30.716,-77.178,-38.338,-31.506,-5.628,-21.318,-30.348,-41.926,-70.476,-60.453,-50.332,-39.115,-257.909,-132.727,-97.422,-147.022,-50.332,-39.115,-257.909
2016-02-23 04:00:00,-8.193,-66.78,-23.342,-36.167,-30.74,-77.434,-39.92,-30.746,-5.596,-21.307,-30.12,-37.857,-70.355,-60.368,-50.285,-39.113,-257.123,-128.346,-97.257,-148.101,-50.285,-39.113,-257.123
2016-02-23 05:00:00,-8.6,-69.769,-23.013,-37.766,-30.732,-77.291,-41.59,-28.343,-5.643,-21.26,-29.053,-44.567,-70.239,-61.182,-51.794,-39.187,-259.23,-134.803,-97.142,-147.224,-51.794,-39.187,-259.23
2016-02-23 06:00:00,-9.08,-73.131,-22.544,-39.395,-30.627,-76.976,-43.371,-25.614,-5.752,-21.406,-28.418,-49.228,-70.036,-63.883,-56.356,-39.559,-263.407,-141.529,-97.194,-145.961,-56.356,-39.559,-263.407
2016-02-23 07:00:00,-9.573,-76.574,-23.504,-41.061,-30.608,-77.083,-45.187,-22.126,-5.866,-22.27,-30.369,-53.297,-71.531,-67.921,-62.156,-40.026,-270.332,-151.587,-99.667,-144.396,-62.156,-40.026,-270.332
2016-02-23 08:00:00,-10.117,-80.558,-26.433,-43.967,-31.45,-82.32,-47.271,-18.212,-6.359,-23.699,-34.684,-57.528,-80.477,-72.232,-69.235,-42.466,-300.391,-164.443,-110.535,-147.803,-69.235,-42.466,-300.391
2016-02-23 09:00:00,-10.709,-84.857,-29.94,-47.053,-36.794,-99.438,-49.476,-32.924,-7.85,-25.827,-40.355,-62.089,-99.705,-79.604,-78.664,-49.362,-410.095,-182.048,-133.382,-181.838,-78.664,-49.362,-410.095
2016-02-23 10:00:00,-11.83,-93.026,-33.666,-59.687,-42.678,-107.272,-53.588,-53.484,-9.265,-30.417,-46.487,-66.904,-117.955,-96.871,-93.079,-61.247,-478.334,-210.263,-157.638,-214.344,-93.079,-61.247,-478.334
2016-02-23 11:00:00,-12.397,-100.962,-36.817,-71.962,-45.367,-108.649,-57.95,-53.841,-9.992,-32.53,-53.254,-67.942,-130.371,-101.83,-96.824,-68.728,-517.71,-223.026,-172.893,-220.439,-96.824,-68.728,-517.71
2016-02-23 12:00:00,-12.589,-108.396,-37.31,-70.269,-44.84,-106.279,-61.16,-57.949,-9.833,-32.547,-52.1,-67.957,-134.687,-103.734,-101.15,-71.291,-539.111,-223.791,-177.066,-225.388,-101.15,-71.291,-539.111
2016-02-23 13:00:00,-12.812,-103.523,-34.727,-67.03,-44.23,-104.016,-59.191,-56.096,-9.53,-32.547,-47.418,-67.629,-130.956,-104.544,-102.197,-72.035,-543.145,-219.591,-173.034,-219.303,-102.197,-72.035,-543.145
2016-02-23 14:00:00,-13.443,-97.61,-35.44,-64.761,-47.641,-109.945,-57.679,-51.977,-10.275,-32.547,-51.067,-70.454,-119.039,-104.633,-99.349,-71.883,-536.434,-226.154,-161.862,-219.601,-99.349,-71.883,-536.434
2016-02-23 15:00:00,-14.339,-99.853,-36.898,-71.31,-52.238,-119.153,-58.701,-46.451,-11.425,-32.615,-52.614,-68.21,-103.13,-102.035,-94.059,-70.619,-524.136,-222.86,-147.171,-224.304,-94.059,-70.619,-524.136
2016-02-23 16:00:00,-13.689,-102.857,-35.4,-72.811,-55.467,-127.17,-60.681,-44.531,-10.789,-32.723,-48.636,-62.843,-107.722,-99.473,-89.678,-69.61,-513.944,-210.951,-151.234,-232.382,-89.678,-69.61,-513.944
2016-02-23 17:00:00,-12.224,-96.912,-32.367,-65.784,-51.664,-120.823,-56.246,-44.565,-9.523,-32.83,-44.257,-57.377,-117.389,-98.836,-87.331,-68.866,-501.413,-200.469,-159.742,-221.633,-87.331,-68.866,-501.413
2016-02-23 18:00:00,-10.63,-80.188,-28.635,-51.594,-48.316,-113.403,-49.444,-42.82,-8.389,-37.393,-39.155,-51.225,-109.125,-90.89,-76.575,-64.164,-454.897,-181.269,-154.907,-205.666,-76.575,-64.164,-454.897
2016-02-23 19:00:00,-9.176,-69.674,-24.736,-41.265,-45.17,-106.089,-44.543,-40.721,-7.468,-33.586,-32.498,-45.135,-100.992,-81.936,-70.953,-54.966,-388.05,-159.569,-142.046,-191.353,-70.953,-54.966,-388.05
2016-02-23 20:00:00,-7.952,-68.836,-21.551,-35.974,-42.197,-98.698,-42.789,-38.674,-6.868,-26.938,-28.118,-41.84,-87.614,-73.329,-64.798,-42.807,-296.25,-143.287,-121.42,-180.161,-64.798,-42.807,-296.25
2016-02-23 21:00:00,-6.996,-67.632,-20.36,-32.798,-36.018,-88.513,-41.196,-36.68,-6.355,-22.565,-26.747,-42.432,-78.513,-65.748,-57.522,-42.32,-295.696,-134.927,-107.433,-166.389,-57.522,-42.32,-295.696
2016-02-23 22:00:00,-6.759,-64.866,-20.262,-32.381,-34.813,-82.719,-39.48,-34.738,-6.242,-21.241,-26.725,-42.265,-75.726,-59.02,-51.197,-43.074,-307.745,-128.01,-103.208,-156.937,-51.197,-43.074,-307.745
2016-02-23 23:00:00,-7.08,-61.017,-20.962,-34.514,-32.681,-75.51,-37.44,-35.595,-6.0,-20.232,-27.152,-40.304,-77.493,-58.668,-50.757,-43.921,-299.771,-126.125,-103.725,-148.545,-50.757,-43.921,-299.771
2016-02-24 00:00:00,-7.693,-55.783,-22.986,-38.779,-30.489,-64.499,-34.273,-37.591,-5.616,-18.063,-28.361,-38.979,-82.092,-61.979,-52.317,-46.063,-294.139,-129.319,-105.771,-136.363,-52.317,-46.063,-294.139
2016-02-24 01:00:00,-8.743,-53.309,-23.936,-40.846,-29.347,-59.115,-32.713,-38.644,-5.423,-17.036,-28.969,-38.306,-84.396,-63.66,-53.461,-46.946,-291.341,-130.934,-106.855,-130.472,-53.461,-46.946,-291.341
2016-02-24 02:00:00,-8.781,-53.528,-23.925,-40.725,-29.314,-59.104,-32.709,-38.835,-5.441,-17.057,-28.933,-38.303,-84.585,-63.73,-53.619,-46.932,-294.269,-130.967,-107.083,-130.648,-53.619,-46.932,-294.269
2016-02-24 03:00:00,-8.916,-53.656,-22.499,-41.082,-29.493,-59.1,-32.707,-39.016,-5.467,-17.054,-28.906,-38.303,-84.754,-63.798,-53.477,-44.993,-297.571,-131.006,-107.275,-130.824,-53.477,-44.993,-297.571
2016-02-24 04:00:00,-9.359,-53.763,-19.924,-42.072,-30.699,-59.104,-32.707,-39.184,-5.47,-17.029,-28.894,-38.303,-84.914,-63.762,-53.074,-43.486,-298.642,-130.96,-107.413,-130.995,-53.074,-43.486,-298.642
2016-02-24 05:00:00,-9.832,-53.708,-22.115,-43.245,-31.979,-59.107,-32.707,-39.231,-5.456,-17.079,-28.883,-38.303,-84.764,-63.727,-51.766,-47.876,-298.41,-130.913,-107.299,-131.046,-51.766,-47.876,-298.41
2016-02-24 06:00:00,-10.338,-54.022,-24.02,-44.717,-33.679,-59.115,-32.835,-39.18,-5.626,-18.283,-28.949,-38.36,-84.096,-63.589,-50.36,-50.674,-306.085,-130.899,-108.005,-131.13,-50.36,-50.674,-306.085
2016-02-24 07:00:00,-10.857,-54.725,-26.094,-46.211,-35.421,-59.774,-33.09,-39.314,-6.02,-19.864,-29.368,-38.788,-83.816,-64.686,-56.163,-53.595,-324.613,-132.842,-109.7,-132.179,-56.163,-53.595,-324.613
2016-02-24 08:00:00,-11.475,-59.152,-28.252,-48.456,-37.616,-61.854,-36.417,-41.066,-6.578,-21.622,-31.304,-40.0,-87.188,-73.966,-65.739,-56.597,-350.227,-145.27,-115.388,-139.337,-65.739,-56.597,-350.227
2016-02-24 09:00:00,-12.137,-69.615,-30.823,-51.307,-40.353,-75.057,-43.018,-50.245,-7.305,-24.015,-37.298,-47.171,-105.337,-92.642,-75.35,-60.3,-384.106,-177.112,-136.657,-168.321,-75.35,-60.3,-384.106
2016-02-24 10:00:00,-13.36,-82.987,-33.706,-60.599,-46.821,-92.6,-48.451,-59.459,-8.474,-28.361,-44.869,-57.304,-119.542,-108.278,-87.015,-64.965,-436.726,-210.451,-156.377,-200.51,-87.015,-64.965,-436.726
2016-02-24 11:00:00,-14.417,-89.514,-35.027,-67.191,-51.346,-102.397,-49.324,-63.818,-8.528,-29.7,-49.438,-63.5,-125.915,-116.663,-103.248,-67.783,-437.351,-229.6,-164.143,-215.539,-103.248,-67.783,-437.351
2016-02-24 12:00:00,-15.222,-90.524,-35.559,-68.716,-51.99,-105.766,-49.881,-63.092,-8.547,-30.917,-51.291,-65.629,-124.894,-116.043,-98.203,-68.983,-438.297,-232.963,-164.357,-218.739,-98.203,-68.983,-438.297
2016-02-24 13:00:00,-14.635,-92.324,-35.535,-70.73,-52.763,-108.898,-51.387,-61.497,-8.565,-31.548,-53.145,-68.093,-123.181,-111.244,-87.999,-68.604,-439.243,-232.482,-163.294,-221.781,-87.999,-68.604,-439.243
2016-02-24 14:00:00,-14.092,-112.219,-36.051,-74.89,-58.3,-116.102,-57.048,-63.394,-8.583,-31.672,-59.357,-73.947,-131.784,-108.292,-98.262,-68.515,-441.224,-241.597,-172.039,-236.544,-98.262,-68.515,-441.224
2016-02-24 15:00:00,-14.411,-115.482,-35.492,-76.362,-62.347,-124.298,-58.588,-69.16,-8.662,-30.79,-59.732,-75.626,-143.696,-107.765,-99.925,-73.342,-447.382,-243.124,-183.147,-252.046,-99.925,-73.342,-447.382
2016-02-24 16:00:00,-15.049,-106.27,-32.979,-74.693,-61.862,-121.628,-56.659,-74.2,-8.747,-29.92,-57.792,-75.339,-158.385,-118.475,-90.29,-69.138,-453.576,-251.606,-197.053,-252.487,-90.29,-69.138,-453.576
2016-02-24 17:00:00,-13.437,-93.564,-30.059,-66.761,-54.86,-110.117,-50.944,-71.163,-8.833,-29.676,-53.085,-69.279,-150.324,-122.761,-78.913,-64.648,-462.894,-245.125,-188.833,-232.224,-78.913,-64.648,-462.894
2016-02-24 18:00:00,-10.99,-75.18,-26.588,-58.589,-46.014,-96.479,-43.849,-67.041,-9.672,-25.871,-46.677,-60.726,-140.71,-112.77,-69.073,-58.946,-507.089,-220.173,-176.252,-207.369,-69.073,-58.946,-507.089
2016-02-24 19:00:00,-10.154,-68.624,-23.12,-51.043,-38.475,-84.059,-36.865,-62.2,-8.497,-23.807,-40.144,-52.095,-131.043,-103.079,-58.908,-52.86,-460.02,-195.318,-163.347,-183.125,-58.908,-52.86,-460.02
2016-02-24 20:00:00,-9.984,-63.659,-21.998,-43.823,-32.83,-72.845,-30.732,-56.997,-6.576,-22.326,-33.685,-44.231,-121.241,-86.417,-50.913,-48.544,-385.123,-164.332,-150.144,-160.574,-50.913,-48.544,-385.123
2016-02-24 21:00:00,-9.646,-58.925,-22.421,-39.012,-28.996,-65.253,-27.051,-47.401,-5.308,-20.918,-30.255,-40.295,-101.563,-77.275,-47.579,-47.652,-315.135,-147.825,-127.789,-139.705,-47.579,-47.652,-315.135
2016-02-24 22:00:00,-9.196,-57.432,-22.604,-38.553,-27.761,-61.774,-25.841,-46.467,-4.973,-19.481,-28.581,-38.684,-100.344,-76.118,-47.215,-47.752,-287.539,-143.382,-124.797,-134.081,-47.215,-47.752,-287.539
2016-02-24 23:00:00,-9.044,-59.403,-21.863,-37.544,-28.763,-57.375,-27.477,-43.294,-5.656,-18.218,-30.398,-39.491,-91.529,-70.936,-51.34,-42.912,-279.931,-140.825,-115.403,-128.146,-51.34,-42.912,-279.931
2016-02-25 00:00:00,-9.07,-63.214,-21.552,-34.853,-30.773,-48.805,-30.694,-38.378,-6.991,-16.805,-34.281,-41.109,-77.703,-61.203,-61.124,-34.233,-263.0,-136.593,-101.499,-117.878,-61.124,-34.233,-263.0
2016-02-25 01:00:00,-9.094,-65.378,-21.488,-33.515,-31.785,-44.564,-32.097,-35.849,-7.657,-15.904,-36.153,-41.835,-78.111,-56.27,-66.07,-29.639,-254.607,-134.258,-101.672,-112.51,-66.07,-29.639,-254.607
